number,created_at,text,source,user is verified,user has url,user description,user created at,retweet_count,reply_count,like_count,quote_count,followers count,following count,tweet count,listed_count,user location,binary_class,ternary_class
760,2022-07-09 2:49,@MarkLevineNYC @NYCHealthSystem Ummm how are you doing on monkey pox? Stop taking credit for stuff you do. What have YOU personally got done for nyc?,Twitter Web App,FALSE,FALSE,"Concerned Citizens of Chelsea NYC looking for solutions. Centrist, pragmatic, and frustrated by both sides.",2022-04-01 20:26,0,0,0,0,136,211,748,1,"Chelsea, NYC",0,9
761,2022-07-09 2:49,Another good reason to wear an N95 or P2 mask in crowds - -You'll look that be more attractive to other sensible singles And to reduce your viral exposure to COVID19 BA.5 variant and Monkey Pox #COVID19aus #COVID19vic,Twitter for iPhone,FALSE,FALSE,None,2009-12-01 7:09,0,0,1,0,30,267,1326,0,None,0,9
763,2022-07-09 2:49,@_SoleilFleur Monkeypox has some bad symptoms. With chronic pain I would be in agony probably.,Twitter for iPhone,FALSE,TRUE,Sociologist. PhD Candidate - Studies Fatness & Stigma. Writer. Activist. Professional Fatty.,2008-01-15 16:48,0,1,0,0,9305,1492,121878,191,"Detroit, MI",0,9
764,2022-07-09 2:49,Just in case you're not paying attention the number of Monkeypox cases in the US are on the RISE.. just in case you don't have enough in life to worry about:face_with_tears_of_joy: _URL_,Twitter for Android,FALSE,FALSE,WARNING I don't care if the Men in Black come to my door I'm going to say what the hell I want to say and if THEY/YOU don't like it  FUK them/YOU. #PTSD. :prohibited:DM,2018-11-26 15:10,1,0,0,0,948,1804,43724,0,DC.. MOUTH OF THE BEAST :prohibited:DMs,0,9
765,2022-07-09 2:49,@FoxNews Wonder if they have monkey pox?,Twitter for Android,FALSE,FALSE,"Las Vegas, Beaches, Mountains, & anything in between.",2015-02-02 12:47,0,0,0,0,214,860,1221,4,None,0,9
766,2022-07-09 2:50,Monkey Pox is real…..Yall betta slow down,Twitter for iPhone,FALSE,FALSE,Dancer - Video Director - Actor (NEW PAGE) Detroit is Home….East Detroit. There's a difference lol,2021-05-26 21:55,0,0,0,0,868,59,4555,0,"Detroit, MI",0,9
768,2022-07-09 2:50,Monkey pox is near us dgfhdjs _URL_,Twitter for Android,FALSE,FALSE,:Malaysia::red_heart::Japan::Thailand: & @EXILETHESECOND_ / @DOBER_OFFICIAL / @ballistik_fext / @psyfe_official / @senritsutareme / @jeffsatur,2010-05-28 9:22,0,0,1,0,357,510,123873,18,_______,0,9
769,2022-07-09 2:50,Cute Gibbons Playing Funny Video |Very Very Fun _URL_ #funny #funnyvideos #weightloss #diabetes #USA #USAHumanRights #Ukrainian #monkeypox,Twitter Web App,FALSE,FALSE,Professional Writer,2020-04-24 8:21,0,0,0,0,44,135,271,0,None,0,9
771,2022-07-09 2:50,I feel like I've been begging for meds for my queer community for 40 yrs. Oh wait … I HAVE! #SHAME #MONKEYPOXVAX4QUEERS NOW! @EqualityNewYork @NewPrideAgenda_ #MonkeypoxVirus #monkeypox _URL_,Twitter for iPhone,FALSE,FALSE,:sheaf_of_rice:Raised in Indiana. Aged to perfection in PR:Puerto_Rico: Now being consumed by NYC:Statue_of_Liberty:& Wilton Manors :rainbow::umbrella_on_ground: After 33 yrs of public service resigned from Trump's EPA,2011-02-18 15:22,3,1,12,1,5117,4053,9342,30,:rainbow_flag: New York City,0,9
773,2022-07-09 2:51,"Telling it like it is:  With monkeypox, let's not let the stupidity that hurt us with COVID strike again  _URL_ _URL_",Twitter for iPhone,FALSE,TRUE,"EUrophile, blooming where transplanted. Middle school librarian. Beta Phi Mu, MLIS UofSC; BA Pitt; GCCHS. Opinions mine. « Cope, don't hope » Miaou :black_cat:",2015-05-18 12:05,0,2,2,0,235,1853,1691,3,"South Carolina, USA",0,9
776,2022-07-09 2:51,@seditionscanner 1. COVID is just ramping up and anyone not wearing an N95 in every public indoor space and crowded outdoor space is courting permanent disability and/or death. 2. The next pandemic is already here - it's monkeypox.,Twitter Web App,FALSE,FALSE,You can find #SeditionHunters hashtag database at _URL_,2018-02-23 2:14,0,1,3,0,917,82,8764,12,None,0,9
778,2022-07-09 2:52,"@denise_dewald It's almost time to hang the monkeypox decorations.  Do we use lights or some sort of plant thing for monkeypox? I can never keep my pandemic decor straight, what with there being so many of them nowadays.",Twitter for Android,FALSE,FALSE,"Everything is about climate change. And bicycles, always bicycles.",2018-11-10 4:28,0,0,5,0,1194,1651,25485,15,"Eugene, OR",0,9
779,2022-07-09 2:52,"@JVR926 Yes, covid19!! Now monkey pox....:zany_face::zany_face::zany_face:",Twitter for Android,FALSE,FALSE,Everything worth fighting & dying for is under attack. God wins! MAGA  #Turn22to0!,2021-11-01 0:07,0,0,0,0,321,413,6046,0,Northeast,0,9
804,2022-07-09 2:53,"@PriyaPenner shared, What I find really interesting is that the #CDC #monkeypox comments on connecting with organizers of events where skin-to-skin contact can occur and men w/ men sex, yet there no conversation around how it affects folks who have straight relationships. 25/25",Twitter Web App,FALSE,TRUE,Inclusive Emergency Management / DRR Disability-Led Response Supporting @FightForRightUA #Ukraine,2018-02-02 14:55,0,0,5,0,3564,4937,2412,70,United States,0,9
805,2022-07-09 2:53,Some Oregonians are confused about how to check for Monkey Pox. Just follow these simple steps. 1) Put your phone camera in video mode.  2) Squat and film your genitals and butthole. 1 minute max please.  3) Send the video to @OHAOregon for analysis. _URL_,Twitter Web App,FALSE,FALSE,"Non-Eurocentric candidate for Governor #MyBabyMyChoice No pronouns, no peace. This account is :hundred_points: PARODY, just like Oregon. :Ukraine: xi/her/hers",2022-03-09 6:43,7,8,44,1,2293,214,2221,3,Left of Corvallis,0,9
807,2022-07-09 2:55,@NoDMsPerfavore They obviously need to protect themselves from the monkey pox...,Twitter for Android,FALSE,TRUE,"Consevative,Constitutionalist  We all bleed red in American. The Democraps hatred will parish in the light of our Truth.",2017-01-21 3:18,0,0,0,0,829,1293,1042,0,"Montana, Big Sky and Patriots:victory_hand:",0,9
808,2022-07-09 2:56,@phoenixonwheels I wear mask on public transport (NYC MTA right now) but compliance is lower every day. Is Monkeypox really of wide concern?,Twitter for iPhone,FALSE,FALSE,:Statue_of_Liberty:American :puzzle_piece:#SeditionHunters Volunteer Metadata Clerk :man_curly_hair:Male:alarm_clock:GMT-5,2021-02-07 8:43,0,1,0,0,706,666,1707,14,None,0,9
810,2022-07-09 2:56,"The battle against monkeypox is off to a rocky start in the U.S., reminiscent of shortcomings seen in the early days of the coronavirus pandemic. _URL_",SocialFlow,TRUE,TRUE,"Health and medical news from The NYT's Health & Science desk. Sign up for the Science Times email, in your inbox every Tuesday: _URL_",2007-03-21 17:03,3,0,5,0,1189111,124,85458,13501,"New York, NY",0,9
814,2022-07-09 2:57,This Monkeypox shit got me itching just thinking about it,Twitter for iPhone,FALSE,TRUE,the one they hate to love and love to hate :black_heart:|| RIP MY DADDY:dove:,2020-11-18 4:16,0,0,0,0,134,129,1280,0,"Tennessee, USA",0,9
815,2022-07-09 2:58,"@nytimes I'm literally shaking right now. I've been double masked, alone in my basement covid bunker since March 2020. Now monkeypox is literally exploding. Should I convert the space into a basement monkeypox bunker? Please advise me Dr Fauci. You're my only hope. _URL_",Twitter for Android,FALSE,FALSE,Twitter offered me a blue check. I turned it down.,2020-08-21 17:20,0,0,0,0,385,1278,4058,1,None,0,9
816,2022-07-09 2:58,"@JoeReadman @CarolJo44036338 @RichardPelland @thisisneenz @michellevisage @theebillyporter Still got a few years left in me yet BOY or whatever, while your susceptible to monkey pox",Twitter for Android,FALSE,FALSE,"Ex school boy, ex footballer. Currently employed, longing for retirement",2015-01-01 13:26,0,0,0,0,40,74,746,0,"Nantyfurtheron, Mysteg, Wales.",0,9
817,2022-07-09 2:59,Monkey pox breakout in Miami dade?? Oh im insideeee this summer :face_with_peeking_eye:,Twitter for iPhone,FALSE,TRUE,:Jamaica:|UCF alum| TUHHHH,2017-02-27 1:27,0,0,0,0,3156,1497,103213,2,"Miami, FL",0,9
820,2022-07-09 3:00,How tf y'all getting monkey pox??,Twitter for iPhone,FALSE,TRUE,Thriving in abundance. Limitless :sparkles::Taurus: :woman_technologist_medium_skin_tone:,2009-04-06 19:48,0,1,0,0,1586,906,43102,25,MD,0,9
830,2022-07-09 3:01,"@DrEricDing's tweet/article Gabby Stern is referring to _URL_ ""On June 22, we [World Health Network] declared monkeypox a pandemic emergency &amp; released public health guidance ...We invite the WHO to join us &amp; are hopeful it will reconsider and act soon."" _URL_",Twitter Web App,FALSE,FALSE,35 years working globally on rights of the marginalized. Former Senior Advisor to UN & US Government. Author:$Lyme: How Medical Codes Mortally Wound Corruption,2018-10-15 19:32,0,0,2,0,922,285,20073,16,None,0,9
831,2022-07-09 3:01,What is wrong with the US #health system that we can't respond properly to a virus? Our health system is a mess - yet we claim to be so advanced.  #monkeypox _URL_,Twitter for iPhone,FALSE,FALSE,"Professor - Commercial Photographer, ex-new yawker, science over delusion",2008-10-11 22:01,0,0,0,0,1314,1230,20662,146,None,0,9
834,2022-07-09 3:02,"@PeteUK7 @kprather88 @gabbystern @DrEricDing @DrEricDing's tweet/article Gabby Stern is referring to _URL_ ""On June 22, we [World Health Network] declared monkeypox a pandemic emergency &amp; released public health guidance ...We invite the WHO to join us &amp; are hopeful it will reconsider and act soon.""",Twitter Web App,FALSE,FALSE,35 years working globally on rights of the marginalized. Former Senior Advisor to UN & US Government. Author:$Lyme: How Medical Codes Mortally Wound Corruption,2018-10-15 19:32,0,0,4,0,922,285,20073,16,None,0,9
838,2022-07-09 3:04,@beastiehoy33 @BeastieHoysPool So Monkey Pox isn't better?,Twitter for Android,FALSE,FALSE,"Foodie, gardener, environmentalists, liberal and as always an Iowa Hawkeye",2016-09-27 18:40,0,1,0,0,1317,2430,53407,2,Iowa,0,9
839,2022-07-09 3:04,Man likely spread monkeypox at Texas bathhouse _URL_,Twitter for iPhone,TRUE,FALSE,Free Jose Alba!,2011-08-20 3:02,113,140,528,22,1006031,3306,184205,5890,None,0,9
840,2022-07-09 3:04,I'm starting the rumor that Shawn Mendes has monkeypox,Twitter for iPhone,FALSE,FALSE,the trouble with socialism is that it takes up too many evenings. I do not like puns,2020-07-21 19:16,0,2,18,0,1315,1082,7386,0,"Brooklyn, NY",0,9
842,2022-07-09 3:05,@MileHighBrendan @nytimes Also the Monkeypox news at the waaaaaaay bottom.,Twitter for iPhone,FALSE,FALSE,"Mother, gardener, singer, STILL #NeverTrump. #TCMparty. Reylo. New sandwich occasionally from vintage book #1001Sandwiches. RiceARoni Pirate. She/Her.",2009-03-06 22:07,0,2,5,0,2406,4778,142085,140,Jewtropolis,0,9
846,2022-07-09 3:06,@Cernovich Yep you can put me down as never being at risk for Monkey Pox.,Twitter Web App,FALSE,FALSE,Florida Man | 2A advocate | Drone Photographer | Cloud Computing Nerd | Opinions are my own | Memes are probably stolen,2008-01-17 4:18,0,0,6,0,141,224,3616,5,Florida,0,9
849,2022-07-09 3:06,"Last month 49 people in the U.S. had monkeypox and now it's 700. And there are people probably unaccounted for who have it and don't know it yet. This one will disfigure you in some cases. Curious if people will play #pandemic ""it's just acne"" games.  _URL_",Twitter Web App,FALSE,FALSE,I am love,2020-09-26 15:47,0,0,0,0,592,599,12263,2,None,0,9
852,2022-07-09 3:06,@Chris41273976 Oh crap. Did I miss July 4? And I still have my monkeypox decorations up. And still angsting over what to put up for the Feast of the Aardvark.,Twitter for iPhone,FALSE,FALSE,"""All tyranny needs to gain a foothold is for people of good conscience to remain silent."" - Thomas Jefferson",2020-10-17 15:33,0,0,1,0,96,144,1131,1,US,0,9
855,2022-07-09 3:07,"@MarkJacob16 Covid mutated BA.2.75 Omicron. CDC, UN World Health debating about Monkeypox has become pandemic multiple countries has outbreaks. When one these mutates into a 'Step in Half' then maybe.",Twitter for Android,FALSE,FALSE,None,2014-11-28 19:47,0,0,0,0,2269,1226,962238,815,None,0,9
856,2022-07-09 3:07,@Venice311 Thanks for discovering this for me. :face_with_rolling_eyes:Adding to my 'fear of' list. Right underneath Murder Hornets and Monkey Pox. Cheers,Twitter for iPhone,FALSE,FALSE,Cats are pretty much terrorists at night.,2012-07-23 20:15,0,0,1,0,123,1188,1383,0,"Chapin, SC",0,9
857,2022-07-09 3:07,The idea that people are being needlessly FORCED back into close working environments during such-- * COVID pandemic * monkeypox * shockingly high gas prices * soaring grocery prices --conditions is horrifying. And grim.,Twitter for iPhone,FALSE,TRUE,I write slashy sci-fi/fantasy. I love x-overs. Grab some coloring pages ^_^ _URL_ _URL_ _URL_,2011-06-03 3:14,0,1,0,0,1219,2744,89429,126,Pacific Northwest,0,9
860,2022-07-09 3:08,@FoxNews Will the gay men in the Military be required to get he Monkey Pox Vaccine too ?,Twitter for iPhone,FALSE,FALSE,None,2022-01-21 2:22,0,0,0,0,0,312,6073,0,None,0,9
861,2022-07-09 3:08,"I heard that monkeypox comes from unprotected sex in bath houses and I am confused, why would a monkey go to a bath house, what they don't have access to rivers, lakes and water holes?",Twitter for Android,FALSE,FALSE,"PhiloSophia, Master of Clio, Philosophiae Doctor 'tis a record from the dream of life'",2019-12-23 7:26,1,0,5,0,326,388,16985,4,None,0,9
863,2022-07-09 3:08,@alexstein99 Are you serious? Are the monkey pox cages included?,Twitter for iPhone,FALSE,TRUE,The Federal government today acts more like it was founded on the Communist Manifesto rather than the US Constitution.,2021-12-02 13:59,0,0,1,0,543,310,2145,0,"Coppell, TX",0,9
865,2022-07-09 3:09,@BabsBeaverhous1 @Reuters Eww. Walking #monkeypox.,Twitter Web App,FALSE,FALSE,"#IStandWithUkraine :Ukraine: #MyBodyMyChoice #VirtueSignalling:middle_finger: #resist #LoveIsLove:rainbow_flag: #FBR:United_States: Blocked by Gosar,Ward,Lamon, Lake & Bongino  :prohibited: MAGA :prohibited:Q :prohibited:GQP",2021-12-09 2:51,0,0,4,0,1112,1660,11570,4,Land of :cactus: corrupt GOP,0,9
866,2022-07-09 3:09,#healthcare LINKS to HEALTHCARE #Obamacare #Supreme_Court_ruling #MarkCuban #drugprices #monkeypox #killing_cancer_cells _URL_ _URL_,Twitter Web App,FALSE,TRUE,_ BOOSTED _ DEMOCRACY _ SCIENCE _ WRITING _ DOGS _ FINS UP! _ BASEBALL _ HUMOR _ SINGING _ STAR TREK _ MYSTERIES _ WESTERNS,2009-01-27 19:19,0,0,0,0,4398,3829,175630,410,"Rural Hall, North Carolina, USA",0,9
867,2022-07-09 3:09,"I feel like part of the whole monkeypox thing that's not shared enough is that CLIMATE CHANGE IS MAKING ZOONOTIC DISEASES MORE POSSIBLE. DEFORESTATION, HABITAT DESTRUCTION AND RISING TEMPERATURES ALL CONTRIBUTE TO EPIDEMICS/PANDEMICS. UGH",Twitter for Android,FALSE,FALSE,None,2012-09-10 0:30,1,0,1,0,342,500,29577,6,oh,0,9
870,2022-07-09 3:10,He has monkey pox _URL_,Twitter for iPhone,FALSE,TRUE,None,2009-03-20 2:42,343,47,7498,67,15900,930,51822,20,"Pittsburgh, PA",0,9
872,2022-07-09 3:12,@FoxNews This is good public health  I wonder if many of the people who avoided covid vaccines are now in line for Monkey Pox Vaccine and wanted ciprofloxin during the Anthrax scare.,Twitter for Android,FALSE,FALSE,"Love baseball, reading, history, politics, science.",2022-06-02 21:15,0,0,0,0,28,82,3245,0,None,0,9
873,2022-07-09 3:13,@Tommygreturns2 @FreeThinkerTV @MFTICpodcast @Bettorodds_NJ @NoMercypodcast1 @iaconicart @JoeyRackets @lhoff526 @BobsLessons @DannyNoMercy @BobsLessons is Monkey Pox,Twitter for iPhone,FALSE,FALSE,"#FalNation, DFS golf! Officially Daniel Berger's biggest Fan!",2009-04-28 17:32,0,0,0,0,571,708,27618,9,"Ohio, USA",0,9
876,2022-07-09 3:13,@manceraymond This cartoon gave me monkey pox,Twitter for iPhone,FALSE,FALSE,3D Printing. Democracy Denier. Left Handed Supremacist.,2013-09-19 2:48,0,0,1,0,86,238,3105,2,"Inside your walls, with a gun",0,9
877,2022-07-09 3:13,@JackieMeek6 Because there's a bunch of monkey pox there?,Twitter for Android,FALSE,FALSE,Canadian addressing the confusion and contradictions in the media and the #swamp by providing concrete data that questions the controversies (lies) they create.,2020-06-02 12:17,0,0,0,0,505,371,28826,2,None,0,9
878,2022-07-09 3:14,How long y'all think it'll take before we have a mutation of Covid &amp; monkey pox?,Twitter for iPhone,FALSE,TRUE,":Barbados:Y'all are not y'all ancestors, y'all are some BITCHES —@writtenbyhanna ; click the link to donate to the Philly bail fund",2014-07-14 3:05,0,1,1,0,444,400,31692,5,:Leo: _ :Leo: _ :Leo: _,0,9
879,2022-07-09 3:14,"Monkeypox: Entry of Monkeypox in India! Symptoms like this disease found in the youth of Kolkata who returned from Europe, hospitalized _URL_",WordPress.com,FALSE,TRUE,I'm blogger,2022-03-04 7:46,0,0,0,0,17,7,13612,0,None,0,9
881,2022-07-09 3:14,@pvtjokerus Monkeypox is the least of my man's worries,Twitter for Android,FALSE,FALSE,:U.S._Outlying_Islands: Former LEO| Small business owner| #AmericaFirst #BlueLivesMatter #TrumpWon #LatinosForTrump #TheMediaIsTheEnemy :U.S._Outlying_Islands:,2020-12-20 22:48,0,0,0,0,2397,3001,14216,2,"San Diego, CA",0,9
883,2022-07-09 3:15,"@CT_Bergstrom @BillHanage Seems that this could be adapted to pandemics/epidemics/viral emergence. It would be an interesting exercise to see where for example monkeypox would fit vs covid in 2020, and were covid in 2022 fits compared to flu etc.",Twitter Web App,FALSE,FALSE,:syringe::syringe::syringe: :syringe: Heliocentrist. Erstwhile astrophysicist but now a somewhat agricultural scientist and investor,2014-07-30 3:11,2,3,22,0,1250,93,13861,29,Blue Mountains New South Wales,0,9
884,2022-07-09 3:16,"@jessepstein @nytimes Yup, that too. Although tbh I think BA.5 is a way bigger story than Monkeypox, in terms of potential/likely impact. But newsworthiness is a bit of a trickier call, since ""here comes another COVID wave"" is, unfortunately, pretty dog-bites-man at this point",Twitter Web App,FALSE,TRUE,Angry American.:United_States: Proud dad of girls and :rainbow_flag: kids whose rights are under attack. Hubby of E.R. nurse. Democrat. Nerd. He/him. When are we marching on D.C.?,2008-08-26 1:02,0,1,4,0,5632,6165,268277,307,"Denver, CO",0,9
888,2022-07-09 3:17,"Why we struggled with Covid response &amp; now monkeypox. Fund public health locally, in states and nationally!  Public Health and Payers—Bridging the Gap to Boost Public Health Investment _URL_ via @JAMAHealthForum",Twitter Web App,FALSE,FALSE,"DNP MSN MPH; Global Nursing Director & Asst Prof @ Regis College; Past @ GO CAP PIH OFA; Eliminating disparities is my passion; Husker, Red Sox & Blue Devil fan",2011-12-07 0:34,0,1,0,0,875,2331,4470,23,"Massachusetts, USA",0,9
890,2022-07-09 3:18,Ironically @GovAbbott @TexasDSHS is doing more about monkeypox than @OregonGovBrown @OHAOregon,Twitter for iPad,FALSE,FALSE,"I'm a Portuguese Water Dog who enjoys kissing, cuddles, and food. I had bilateral TPLO surgery about two years ago. Sadly it did not work but that wont stop me.",2021-01-02 20:47,0,0,0,0,154,1170,18197,0,None,0,9
894,2022-07-09 3:20,"Fingers crossed I don't get covid, monkeypox, or shot at Pride this year! :crossed_fingers: USA! USA! USA! :United_States:",Twitter for iPhone,FALSE,FALSE,millennial • :rainbow_flag::Virgo: • vermonter in socal • @UofNH marine biology • comms for herbie the love pug • organizing against corruption,2011-11-03 17:05,9,4,54,0,2910,1738,16924,10,"San Diego, CA",0,9
896,2022-07-09 3:21,Anyone have monkey pox? Lmk :hear-no-evil_monkey:,Twitter Web App,FALSE,FALSE,Who cares?,2014-07-15 20:08,0,0,1,0,212,284,2396,3,"Los Angeles, CA",0,9
898,2022-07-09 3:22,"@benryanwriter @FozzyBearPDX And there's no comparing the two in terms of severity. 30-40 years ago we either faced a slow, early, miserable, inevitable death or watched as all our friends did one by one, whereas no one's died of monkeypox and it's unlikely many will even if we *didn't* have a vaccine.",Twitter for iPhone,FALSE,FALSE,"per one prominent bathing suit enthusiast: ""a complete stranger Reply Guy"" :rainbow_flag::star_of_David::United_States::Canada::monkey_face::avocado::metro::Statue_of_Liberty:",2019-10-15 1:55,0,1,1,0,38,280,8759,1,"West Palm Beach, FL",0,9
900,2022-07-09 3:23,Stop scolding people for worrying about monkeypox _URL_ via @voxdotcom,Twitter for iPhone,FALSE,TRUE,"Survivor. Humanist. @gish -er. Mom. Create. Help. Root for the @redsox, always. Before: @KamalaHarris Captain, Philly #ForThePeople. Always @PhillyForKamala.",2011-06-11 4:27,0,0,0,1,731,3899,2624,18,Philadelphia,0,9
903,2022-07-09 3:25,if the monkey pox wipes out the gheys will wokeness also go away or will we still have to suffer because of the straights who need a special snowflake sexuality,Twitter for iPad,FALSE,FALSE,micah 6:8 :hot_beverage: millennial :herb::white_heart::mushroom: blocking anime pfps enjoyer :feather: :rose: (persephone/kore),2020-01-06 15:22,0,0,1,0,390,901,6146,0,colorado :U.S._Outlying_Islands:,0,9
904,2022-07-09 3:26,"Hello, we are Shenzhen Maimeig Biotechnology Co., LTD. The company mainly develops coronavirus reagents, antigen reagents, monkeypox reagents CE certification, FDA certification if you have any need, Can contact me through another website: _URL_",Twitter Web App,FALSE,FALSE,The good faith make friends,2022-06-20 3:08,0,0,0,0,4,75,224,0,None,0,9
906,2022-07-09 3:26,@apoorva_nyc Is someone states the fact that monkeypox came from Africa will you call them a racist? :upside-down_face::grinning_face_with_sweat::clown_face: _URL_,Twitter for Android,FALSE,FALSE,"Sometimes what you believe, IS true, sometimes it's NOT. Be sagacious how you defend what you believe. :latin_cross::folded_hands:  American Patriot :U.S._Outlying_Islands::flexed_biceps: MMA :Japanese_monthly_amount_button::martial_arts_uniform: Skydiver :parachute:",2019-10-12 15:40,0,0,0,0,2256,4633,15765,3,In the Field,0,9
907,2022-07-09 3:26,@CarlosGSmith @equalityfl @lgbtcenterorl @OrangeCoFL @WatermarkOnline @wmfeorlando @WFTV @WESH @fox35orlando @clickorlando @orlandosentinel Nobody gives a shit about monkeypox,Twitter for iPhone,FALSE,FALSE,"I'm a zookeeper who studies politics. ""Pirate 300 years too late""",2022-04-17 19:41,0,0,0,0,200,134,6319,0,"Coral Gables, FL",0,9
910,2022-07-09 3:27,@NBCOlympics @OregonTF @TheROYALlife21 @uoregon @WCHoregon22 MONKEY POX,Twitter for Android,FALSE,FALSE,None,2022-05-15 15:48,0,0,0,0,34,41,427,0,None,0,9
915,2022-07-09 3:30,I do not have room in my brain to think about monkeypox rn. I do not have the energy to reckon w the fact that climate change and environmental destruction have pushed all us creatures into the wrong spots to spread germs to each other that we weren't supposed to share I can't!,Twitter for iPhone,FALSE,FALSE,"medium naturals haver, bedtime lover, covid avoider",2016-08-20 18:11,0,1,2,0,46,556,5321,0,"Tennessee, USA",0,9
917,2022-07-09 3:30,Dawg. MONKEY POX?!  When does the chaos subside???,Twitter for iPhone,FALSE,TRUE,miami's very own. i don't have an onlyfans. say no to crack.,2020-02-25 23:47,2,2,0,0,18480,627,38621,6,"Miami, FL",0,9
918,2022-07-09 3:30,Must be the monkeypox affecting his pronouns and adjective clarity. _URL_,Twitter for iPhone,FALSE,FALSE,Writer/producer/brand strategist 30yrs TVMusicEntertainment RTNDA NATPE BMI DaughterWWII/KoreaVet MomOf3 Jayhawk RT/followbyTrump purged 50kfollowers,2022-06-25 14:57,0,0,0,0,254,678,665,0,"New Canaan, CT",0,9
921,2022-07-09 3:30,@BlueSlots Did you hear about the monkeypox vaccine being rolled out (At least in my state they're doing it),Twitter Web App,FALSE,FALSE,The Booster has ruined my life.,2022-05-02 18:34,0,0,1,0,197,211,2316,1,None,0,9
922,2022-07-09 3:30,"@2DLARBN @ScottGottliebMD Not a single comprehensive one, but if you Google you'll find lots of info about monkey pox. Also heard from a relative who's a manager in a major food processing plant that they are monitoring &amp; reviewing plans to minimize operational impact. Not worried but taking it seriously.",Twitter for iPhone,FALSE,FALSE,None,2017-01-25 4:54,0,0,0,0,46,67,3158,1,None,0,9
923,2022-07-09 3:31,@nypost How do we mutate monkey pox to infect more than just the G in LGBT,Twitter Web App,FALSE,TRUE,#WHO #PridePox,2021-11-13 14:45,0,0,0,0,42,123,2574,0,Occupied,0,9
924,2022-07-09 3:31,Monkey pox? Seriously :flushed_face::flushed_face::flushed_face::flushed_face: _URL_,Twitter for iPad,FALSE,FALSE,":red_heart: #married 26 yr USMC brat. Semper Fi. I tweet stocks and politics, I am a conservative. #Cherokee.",2017-11-13 3:23,1,5,5,0,18454,16255,140622,17,Iowa USA,0,9
925,2022-07-09 3:32,Nah monkeypox is really crazy like… how tf you catch monkeypox ????,Twitter for iPhone,FALSE,TRUE,unfriendly black hottie. ig: yung.kovu,2015-03-06 0:47,0,0,7,2,17598,373,2860,12,"Atlanta, GA",0,9
926,2022-07-09 3:32,"Monkeypox is still coming, be prepared",Twitter Web App,FALSE,FALSE,"A parent who is very concerned about everything. I'll keep the children from harm. Pronouns: She/her, he/him, they, safe. Long COVID sufferer.",2021-08-07 19:31,1,5,41,0,23459,37,1875,59,Double-Masked At Home,0,9
936,2022-07-09 3:35,He's probably gonna tell us about his monkey pox outbreak. _URL_,Twitter Web App,FALSE,FALSE,"Husband, father, grandfather. Business owner, conservatarian. 11yrs 234th Sig Bn. Saved thru Christ. Easy goin, but to mess with family is bad for your health",2014-08-24 18:14,0,0,0,0,895,1288,11945,6,"Iowa, USA",0,9
938,2022-07-09 3:36,Holy cow we are now testing monkeypox :grimacing_face::grimacing_face:,Twitter for iPhone,FALSE,FALSE,i want to be great! | RMT - MLS(ASCPi)CM - DT/PCT - CLS(FL) :Philippines::United_States:,2012-06-03 10:23,0,0,2,0,257,175,14698,2,"Jacksonville, FL",0,9
940,2022-07-09 3:37,"Seeing as how I have the smallpox vax scar, I'm already ahead of the curve for monkeypox. Yay!",Twitter for Android,FALSE,FALSE,Soul mates are real. USAF vet. Mangoes are evil. She/her/hers,2013-11-10 0:04,0,0,1,0,46,113,1714,0,None,0,9
942,2022-07-09 3:38,@RonFilipkowski Does she have monkey pox?,Twitter for Android,FALSE,FALSE,Nerd - Cilantro tastes like soap.,2015-07-12 18:38,0,0,0,0,57,612,763,1,Colorado,0,9
943,2022-07-09 3:38,It's crazy that anyone is even allowed to fly right now. Even crazier without mask mandates. Travel should be allowed for people who truly must travel for an essential reason. All others can wait until with figure out COVID and #monkeypox.,Twitter Web App,FALSE,FALSE,#COVIDisairborne #Monkeypoxisairborne :syringe::syringe::syringe::syringe:vaxxed to the max and N95 masked :face_with_medical_mask: indoors AND outdoors on a quest to avoid Long COVID pro-Zero COVID he/him/they,2022-06-26 13:49,0,1,0,0,140,240,832,3,None,0,9
947,2022-07-09 3:39,@lisandro_deleon @dougie_mcclinto @sanderstani @PierrePoilievre HaHa A monkey dying of monkeypox would be better than todays GOV.,Twitter Web App,FALSE,FALSE,Just a Canadian Alberta  Nat Gas is the bridge fuel. Love the planet and the people who call it home.  Freedom all the way!,2022-02-18 5:01,0,0,0,0,106,243,4612,0,None,0,9
949,2022-07-09 3:39,I hate that monkeypox is probably going to derail my slutty girl summer,Twitter for iPhone,FALSE,TRUE,they/them from a cow town #switch JFF(Kinky): _URL_ Wishlist: _URL_,2021-10-02 6:56,0,0,5,0,6090,2422,2300,15,"Los Angeles, CA",0,9
950,2022-07-09 3:40,@sh3lbyjay3 Holy shit tho the vaccine was only available to LGBT folks though?! Thats.... Ok. Monkeypox be the new grid,Twitter for Android,FALSE,FALSE,Lvl: 28  Artist | Bethesda | DND | Dark Academia | Gamer | Gunpla | Otaku |  Art: @demonteaparty Fallout: @ghoulishdoctor,2019-10-06 20:00,0,1,1,0,63,469,4758,0,the pitt,0,9
